date,Revenue,COGS,orders_n,mobile_orders,order_success_rate,items_n,qty_sold,premium_qty,total_discount_amount,total_lines,premium_ratio,gross_profit,discount_rate,avg_item_price,day_of_week,is_weekend,month
2013-07-05,2494107.65,2432073.97,108,56,0.8333333333333334,117,553,24,448939.36,117,0.0433996383363472,62033.6799999997,0.17999999318393495,4510.140415913201,Friday,0,7
2013-07-06,2452372.43,2331799.51,94,34,0.8085106382978723,99,499,12,441427.02,99,0.02404809619238477,120572.92000000039,0.1799999929048297,4914.574008016032,Saturday,1,7
2013-07-07,2958215.01,2950992.63,116,61,0.8362068965517241,126,568,4,532478.71,126,0.007042253521126761,7222.379999999888,0.18000000277194186,5208.125017605634,Sunday,1,7
2013-07-08,2571901.18,2450996.77,115,48,0.782608695652174,128,603,39,462942.22000000003,128,0.06467661691542288,120904.41000000015,0.18000000295501245,4265.1760862354895,Monday,0,7
2013-07-09,4624825.33,4592718.95,204,91,0.8186274509803921,219,1015,23,832468.6,219,0.022660098522167486,32106.37999999989,0.18000000877870992,4556.478157635468,Tuesday,0,7
2013-07-10,3855254.64,3797797.81,199,82,0.8190954773869347,220,963,41,693945.77,220,0.04257528556593977,57456.830000000075,0.17999998308801723,4003.37968847352,Wednesday,0,7
2013-07-11,5785320.61,5626075.87,285,115,0.7894736842105263,316,1402,26,1041357.72,316,0.018544935805991442,159244.74000000022,0.18000000176308292,4126.476897289586,Thursday,0,7
2013-07-12,6053300.71,5886949.95,272,123,0.8014705882352942,297,1379,45,1089594.15,297,0.032632342277012324,166350.75999999978,0.18000000366742064,4389.6306816533715,Friday,0,7
2013-07-13,4161301.31,3995435.41,190,96,0.7947368421052632,209,976,37,749034.22,209,0.03790983606557377,165865.8999999999,0.1799999962031108,4263.628391393443,Saturday,1,7
2013-07-14,4482102.22,4419156.67,229,101,0.7991266375545851,252,1136,77,806778.37,252,0.06778169014084508,62945.549999999814,0.17999999339595607,3945.5125176056335,Sunday,1,7
2013-07-15,4387240.36,4219310.04,232,127,0.8318965517241379,262,1174,56,789703.31,262,0.04770017035775128,167930.3200000003,0.18000001030260399,3737.0020102214653,Monday,0,7
2013-07-16,4411030.39,4135243.61,218,93,0.7935779816513762,254,1206,18,793985.47,254,0.014925373134328358,275786.7799999998,0.17999999995465912,3657.5708043117743,Tuesday,0,7
2013-07-17,4475453.64,4375610.63,258,106,0.8255813953488372,302,1360,37,805581.79,302,0.027205882352941177,99843.00999999978,0.18000003011985174,3290.7747352941174,Wednesday,0,7
2013-07-18,6265533.39,6163756.55,324,140,0.8024691358024691,373,1671,38,1127796.06,373,0.022740873728306403,101776.83999999985,0.18000000794824592,3749.5711490125673,Thursday,0,7
2013-07-19,6310739.5,5960928.51,287,123,0.8083623693379791,314,1457,43,1029216.86,314,0.029512697323266987,349810.9900000002,0.16308973932452767,4331.324296499657,Friday,0,7
2013-07-20,4157746.85,3978173.28,196,91,0.7602040816326531,211,958,41,659893.77,211,0.04279749478079332,179573.5700000003,0.1587142733329231,4340.028027139875,Saturday,1,7
2013-07-21,4847680.2,4301699.27,187,80,0.7700534759358288,202,942,34,484692.92,202,0.036093418259023353,545980.9300000006,0.09998450805397599,5146.157324840765,Sunday,1,7
2013-07-22,5926190.4,5032346.99,235,100,0.7829787234042553,262,1213,44,287635.65,262,0.036273701566364384,893843.4100000001,0.0485363497602102,4885.565045342128,Monday,0,7
2013-07-23,4436778.28,3552350.42,195,93,0.7794871794871795,221,961,20,0.0,221,0.02081165452653486,884427.8600000003,0.0,4616.834838709678,Tuesday,0,7
2013-07-24,7329505.1,5924978.27,257,117,0.7898832684824902,280,1302,42,0.0,280,0.03225806451612903,1404526.83,0.0,5629.42019969278,Wednesday,0,7
2013-07-25,6342757.31,4978292.65,275,128,0.7927272727272727,307,1320,42,0.0,307,0.031818181818181815,1364464.6599999992,0.0,4805.119174242424,Thursday,0,7
2013-07-26,6941436.71,5543496.22,252,126,0.7976190476190477,281,1385,54,0.0,281,0.03898916967509025,1397940.4900000002,0.0,5011.867660649819,Friday,0,7
2013-07-27,4353958.13,3499528.32,179,91,0.8156424581005587,194,822,23,0.0,194,0.027980535279805353,854429.81,0.0,5296.78604622871,Saturday,1,7
2013-07-28,6017516.42,4917333.26,224,91,0.8214285714285714,242,1099,11,0.0,242,0.010009099181073703,1100183.1600000001,0.0,5475.447151956324,Sunday,1,7
2013-07-29,8158241.16,6599164.67,284,139,0.8169014084507042,315,1405,35,0.0,315,0.02491103202846975,1559076.4900000002,0.0,5806.577338078292,Monday,0,7
2013-07-30,7711378.77,7073525.07,327,162,0.7920489296636085,365,1636,44,15000.0,365,0.02689486552567237,637853.6999999993,0.0019451774380938626,4713.556705378973,Tuesday,0,7
2013-07-31,10104475.36,10851542.12,530,265,0.809433962264151,592,2589,65,49750.0,592,0.025106218617226728,-747066.7599999998,0.0049235609200396924,3902.8487292390882,Wednesday,0,7
2013-08-01,10998208.4,12167214.07,561,247,0.8003565062388592,619,2842,93,57350.0,619,0.032723434201266714,-1169005.67,0.005214485661137317,3869.883321604504,Thursday,0,8
2013-08-02,7422715.15,9601836.11,450,200,0.8066666666666666,513,2212,61,55750.0,513,0.027576853526220614,-2179120.959999999,0.007510728739199967,3355.6578435804704,Friday,0,8
2013-08-03,5599602.67,7786528.35,381,171,0.7637795275590551,433,1880,61,55650.0,433,0.032446808510638296,-2186925.6799999997,0.00993820513340101,2978.5120585106383,Saturday,1,8
2013-08-04,5021938.29,7089757.76,317,152,0.8170347003154574,352,1655,54,49200.0,352,0.03262839879154079,-2067819.4699999997,0.009797014052914617,3034.4038006042297,Sunday,1,8
2013-08-05,2231563.34,3064145.21,142,61,0.852112676056338,158,655,25,19800.0,158,0.03816793893129771,-832581.8700000001,0.008872703563950823,3406.96693129771,Monday,0,8
2013-08-06,2493225.51,3592496.3,139,66,0.8057553956834532,160,772,24,22100.0,160,0.031088082901554404,-1099270.79,0.00886401968508657,3229.566722797927,Tuesday,0,8
2013-08-07,2638845.23,3381813.66,178,95,0.7865168539325843,197,869,22,24950.0,197,0.02531645569620253,-742968.4300000002,0.009454893267840494,3036.64583429229,Wednesday,0,8
2013-08-08,3065089.0,4223344.7,227,97,0.8149779735682819,239,1037,41,29400.0,239,0.03953712632594021,-1158255.7000000002,0.009591891132688154,2955.7270973963355,Thursday,0,8
2013-08-09,2598855.08,3418548.13,178,82,0.7865168539325843,203,947,8,23700.0,203,0.008447729672650475,-819693.0499999998,0.009119400378415868,2744.303146779303,Friday,0,8
2013-08-10,1776113.02,2320738.01,126,70,0.7698412698412699,142,613,12,15750.0,142,0.01957585644371941,-544624.9899999998,0.008867678927324119,2897.4111256117453,Saturday,1,8
2013-08-11,2074476.53,2834815.33,142,60,0.7746478873239436,155,681,14,17350.0,155,0.020558002936857563,-760338.8,0.008363555696626753,3046.2210425844346,Sunday,1,8
2013-08-12,1933036.01,2566277.36,148,65,0.777027027027027,171,737,6,16550.0,171,0.008141112618724558,-633241.3499999999,0.008561661507795708,2622.843975576662,Monday,0,8
2013-08-13,2531884.21,3266499.42,174,74,0.7931034482758621,193,839,18,21600.0,193,0.021454112038140644,-734615.21,0.008531195824314573,3017.7404171632897,Tuesday,0,8
2013-08-14,2791478.67,3740726.27,212,101,0.8113207547169812,246,1092,33,26450.0,246,0.03021978021978022,-949247.6000000001,0.009475264949812424,2556.2991483516485,Wednesday,0,8
2013-08-15,3665019.45,4896607.22,260,121,0.7769230769230769,289,1311,45,33000.0,289,0.034324942791762014,-1231587.7699999996,0.009004044985354715,2795.590732265446,Thursday,0,8
2013-08-16,3619170.1,4661015.06,239,109,0.7866108786610879,270,1246,53,31700.0,270,0.04253611556982344,-1041844.9599999995,0.008758914094698119,2904.6308988764044,Friday,0,8
2013-08-17,3066137.96,4129676.85,219,98,0.7853881278538812,250,1128,47,28450.0,250,0.041666666666666664,-1063538.8900000001,0.009278773613957018,2718.207411347518,Saturday,1,8
2013-08-18,2385617.18,2947242.18,158,75,0.8481012658227848,174,806,46,18350.0,174,0.05707196029776675,-561625.0,0.007691929851041733,2959.8228039702235,Sunday,1,8
2013-08-19,2870843.18,3669528.41,185,84,0.8162162162162162,212,934,10,23250.0,212,0.010706638115631691,-798685.23,0.008098665981469596,3073.7079014989295,Monday,0,8
2013-08-20,2730112.88,3528369.0,173,80,0.7687861271676301,193,869,24,21850.0,193,0.02761795166858458,-798256.1200000001,0.008003332082005342,3141.671898734177,Tuesday,0,8
2013-08-21,2707776.73,3591906.04,192,97,0.78125,222,1012,25,25050.0,222,0.024703557312252964,-884129.31,0.009251132016338733,2675.668705533597,Wednesday,0,8
2013-08-22,3821233.2,5275320.79,250,122,0.768,271,1217,35,37850.0,271,0.02875924404272802,-1454087.5899999999,0.00990517930180236,3139.879375513558,Thursday,0,8
2013-08-23,3454696.96,4693020.59,239,91,0.7949790794979079,271,1197,23,28450.0,271,0.01921470342522974,-1238323.63,0.008235165147451892,2886.129456975773,Friday,0,8
2013-08-24,2837188.07,4087795.83,195,92,0.8307692307692308,212,994,17,26950.0,212,0.01710261569416499,-1250607.7600000002,0.009498841576617796,2854.3139537223337,Saturday,1,8
2013-08-25,3018860.44,3945685.24,181,89,0.8287292817679558,200,976,24,26450.0,200,0.02459016393442623,-926824.8000000003,0.008761584222157682,3093.094713114754,Sunday,1,8
2013-08-26,3465971.03,4845153.03,216,75,0.8194444444444444,238,1125,36,30900.0,238,0.032,-1379182.0000000005,0.008915250512062128,3080.8631377777774,Monday,0,8
2013-08-27,3008572.56,3950990.04,227,101,0.7533039647577092,246,1035,26,26500.0,246,0.025120772946859903,-942417.48,0.008808163829028607,2906.833391304348,Tuesday,0,8
2013-08-28,3749158.5,4845899.79,267,130,0.7827715355805244,302,1319,36,33300.0,302,0.027293404094010616,-1096741.29,0.00888199311925596,2842.4249431387416,Wednesday,0,8
2013-08-29,6385124.62,8251851.88,448,199,0.8147321428571429,514,2301,91,56050.0,514,0.03954802259887006,-1866727.2599999998,0.008778215514296415,2774.9346458061714,Thursday,0,8
2013-08-30,5499141.72,7247803.25,394,169,0.8147208121827412,444,2040,56,55567.55,444,0.027450980392156862,-1748661.5300000003,0.010104767767287148,2695.6577058823527,Friday,0,8
2013-08-31,6810100.27,8325085.12,412,181,0.8300970873786407,462,2215,93,220078.56,462,0.04198645598194131,-1514984.8500000006,0.0323164933370357,3074.537367945824,Saturday,1,8
2013-09-01,6018993.92,6937336.62,382,158,0.8350785340314136,441,1964,55,277763.81,441,0.0280040733197556,-918342.7000000002,0.04614788014273322,3064.6608553971487,Sunday,1,9
2013-09-02,5386759.65,5986639.99,300,134,0.7733333333333333,337,1599,64,308205.81,337,0.04002501563477173,-599880.3399999999,0.057215437484759504,3368.8303001876175,Monday,0,9
2013-09-03,4126941.12,3701795.41,168,74,0.8035714285714286,184,808,30,412694.21,184,0.03712871287128713,425145.70999999996,0.10000002374640131,5107.600396039604,Tuesday,0,9
2013-09-04,5401049.96,4808183.3,196,82,0.8418367346938775,217,964,44,540105.06,217,0.04564315352697095,592866.6600000001,0.10000001184954788,5602.748921161826,Wednesday,0,9
2013-09-05,3168900.6,2729766.04,118,65,0.7542372881355932,127,585,36,316890.04,127,0.06153846153846154,439134.56000000006,0.09999999368866287,5416.924102564103,Thursday,0,9
2013-09-06,2705040.33,2367475.06,114,54,0.8596491228070176,128,567,36,270504.08,128,0.06349206349206349,337565.27,0.10000001737497201,4770.794232804233,Friday,0,9
2013-09-07,2468479.29,2187848.67,113,46,0.7964601769911505,124,524,14,246847.9,124,0.026717557251908396,280630.6200000001,0.09999998825187631,4710.8383396946565,Saturday,1,9
2013-09-08,3056823.21,2611808.27,130,63,0.8,144,664,12,305682.33,144,0.018072289156626505,445014.93999999994,0.10000000294423309,4603.649412650602,Sunday,1,9
2013-09-09,3771227.87,3399993.99,144,67,0.7986111111111112,157,702,12,377122.81,157,0.017094017094017096,371233.8799999999,0.10000000609880941,5372.119472934473,Monday,0,9
2013-09-10,5357130.97,4737093.81,220,86,0.8409090909090909,240,1050,35,535713.16,240,0.03333333333333333,620037.1600000001,0.10000001176002611,5102.029495238095,Tuesday,0,9
2013-09-11,4636476.74,4075727.91,168,71,0.8035714285714286,185,845,17,463647.79,185,0.020118343195266272,560748.8300000001,0.1000000250189975,5486.954721893491,Wednesday,0,9
2013-09-12,3865949.23,3502787.78,149,62,0.7919463087248322,162,698,15,386594.95,162,0.02148997134670487,363161.4500000002,0.10000000698405448,5538.609212034384,Thursday,0,9
2013-09-13,3034568.95,2783517.1,125,50,0.808,133,561,15,303456.97,133,0.026737967914438502,251051.8500000001,0.10000002471520707,5409.213814616756,Friday,0,9
2013-09-14,3664631.38,3289032.18,155,60,0.7935483870967742,164,780,28,366463.11,164,0.035897435897435895,375599.1999999997,0.09999999235939523,4698.245358974359,Saturday,1,9
2013-09-15,3078369.62,2753095.6,128,52,0.765625,144,631,38,307837.02,144,0.060221870047543584,325274.02,0.10000001884114228,4878.557242472267,Sunday,1,9
2013-09-16,3927167.34,3489729.16,164,68,0.8597560975609756,189,878,29,392716.73,189,0.03302961275626424,437438.1799999997,0.09999999898145415,4472.855740318906,Monday,0,9
2013-09-17,5410121.46,4728526.43,241,104,0.7966804979253111,264,1198,48,541012.17,264,0.04006677796327212,681595.0300000003,0.10000000443612962,4515.961151919866,Tuesday,0,9
2013-09-18,4460453.69,3992756.75,186,78,0.7741935483870968,207,939,38,446045.32,207,0.04046858359957402,467696.9400000004,0.0999999890145704,4750.216922257721,Wednesday,0,9
2013-09-19,2995364.48,2599191.98,140,72,0.7642857142857142,153,633,8,299536.44,153,0.01263823064770932,396172.5,0.0999999973292065,4732.013396524487,Thursday,0,9
2013-09-20,3316913.08,3045593.87,150,73,0.8266666666666667,162,677,38,331691.33,162,0.056129985228951254,271319.20999999996,0.10000000663267306,4899.428478581979,Friday,0,9
2013-09-21,3799564.88,3399323.86,143,75,0.8041958041958042,156,733,26,379956.53,156,0.03547066848567531,400241.02,0.10000001105389732,5183.581009549795,Saturday,1,9
2013-09-22,3243304.2,2980813.06,137,59,0.7883211678832117,149,653,24,324330.44,149,0.036753445635528334,262491.14000000013,0.10000000616655076,4966.775191424196,Sunday,1,9
2013-09-23,4426354.9,3977701.82,182,81,0.7967032967032966,196,935,37,442635.51,196,0.039572192513368985,448653.08000000054,0.10000000451839051,4734.069411764706,Monday,0,9
2013-09-24,4673257.46,4051335.39,226,93,0.7787610619469026,255,1090,38,467325.83,255,0.03486238532110092,621922.0699999998,0.10000001797461422,4287.392165137615,Tuesday,0,9
2013-09-25,4851490.55,4336304.71,200,98,0.79,234,1078,18,485149.08,234,0.016697588126159554,515185.83999999985,0.10000000515305549,4500.455055658627,Wednesday,0,9
2013-09-26,4120039.5,3761711.17,163,64,0.8098159509202454,174,813,54,412003.99,174,0.06642066420664207,358328.3300000001,0.10000000970864478,5067.6992619926195,Thursday,0,9
2013-09-27,4676571.41,4202205.54,217,108,0.8110599078341014,239,1121,53,467657.14,239,0.04727921498661909,474365.8700000001,0.09999999978616814,4171.78537912578,Friday,0,9
2013-09-28,7035889.97,6246182.51,343,158,0.8046647230320699,398,1841,77,703589.09,398,0.04182509505703422,789707.46,0.10000001321794405,3821.7761922868003,Saturday,1,9
2013-09-29,5087376.98,4359895.07,270,120,0.8148148148148148,324,1427,86,508737.73,324,0.060266292922214436,727481.9100000001,0.10000000629007838,3565.0854800280313,Sunday,1,9
2013-09-30,5768935.23,5117966.77,276,131,0.7971014492753623,314,1341,91,523499.57,314,0.06785980611483967,650968.4600000009,0.09074457402081111,4301.965123042506,Monday,0,9
2013-10-01,5389130.81,4591599.54,253,108,0.8142292490118577,287,1226,85,421743.0,287,0.06933115823817292,797531.2699999996,0.0782580744222091,4395.702128874388,Tuesday,0,10
2013-10-02,5393969.29,4651419.05,221,99,0.8144796380090498,251,1176,53,340634.74,251,0.045068027210884355,742550.2400000002,0.0631510343656406,4586.708579931973,Wednesday,0,10
2013-10-03,2026611.74,1672946.51,71,32,0.8028169014084507,82,334,12,0.0,82,0.03592814371257485,353665.23,0.0,6067.699820359281,Thursday,0,10
2013-10-04,2912944.43,2284930.64,99,49,0.8181818181818182,113,515,18,0.0,113,0.03495145631067961,628013.79,0.0,5656.2027766990295,Friday,0,10
2013-10-05,2463961.82,1952842.64,93,37,0.8172043010752689,109,475,28,0.0,109,0.05894736842105263,511119.17999999993,0.0,5187.288042105263,Saturday,1,10
2013-10-06,2875234.12,2170808.86,107,52,0.8037383177570093,117,544,10,0.0,117,0.01838235294117647,704425.2600000002,0.0,5285.356838235294,Sunday,1,10
2013-10-07,2084519.3,1674894.34,90,43,0.8111111111111111,102,438,15,0.0,102,0.03424657534246575,409624.95999999996,0.0,4759.176484018265,Monday,0,10
2013-10-08,2982770.86,2404722.52,116,54,0.853448275862069,127,589,26,0.0,127,0.044142614601018676,578048.3399999999,0.0,5064.127096774193,Tuesday,0,10
2013-10-09,3524600.98,2822967.5,146,56,0.7602739726027398,170,741,44,0.0,170,0.059379217273954114,701633.48,0.0,4756.546531713901,Wednesday,0,10
2013-10-10,4018321.34,3267316.51,144,64,0.7708333333333334,155,677,47,0.0,155,0.06942392909896603,751004.8300000001,0.0,5935.482038404726,Thursday,0,10
2013-10-11,1938342.36,1556262.82,90,41,0.8444444444444444,100,395,11,0.0,100,0.027848101265822784,382079.54000000004,0.0,4907.195848101266,Friday,0,10
2013-10-12,3170838.37,2562812.71,115,50,0.8521739130434782,125,581,39,0.0,125,0.06712564543889846,608025.6600000001,0.0,5457.553132530121,Saturday,1,10
2013-10-13,3719451.39,2946745.46,132,71,0.7803030303030303,152,676,26,0.0,152,0.038461538461538464,772705.9300000002,0.0,5502.147026627219,Sunday,1,10
2013-10-14,3097590.81,2398025.79,119,59,0.7983193277310925,136,617,41,0.0,136,0.06645056726094004,699565.02,0.0,5020.4064991896275,Monday,0,10
2013-10-15,4062456.23,3281418.54,155,70,0.8064516129032258,181,824,41,0.0,181,0.04975728155339806,781037.69,0.0,4930.165327669903,Tuesday,0,10
2013-10-16,4801027.51,3944302.72,190,84,0.8105263157894737,222,1008,43,0.0,222,0.04265873015873016,856724.7899999996,0.0,4762.924117063491,Wednesday,0,10
2013-10-17,3348412.32,2713865.33,149,60,0.7919463087248322,180,779,36,0.0,180,0.04621309370988447,634546.9899999998,0.0,4298.347008985879,Thursday,0,10
2013-10-18,3238854.55,2560313.88,139,60,0.8920863309352518,160,719,39,0.0,160,0.054242002781641166,678540.6699999999,0.0,4504.6655771905425,Friday,0,10
2013-10-19,3376648.2,2769325.22,138,66,0.7246376811594203,161,707,35,0.0,161,0.04950495049504951,607322.98,0.0,4776.022913719944,Saturday,1,10
2013-10-20,2888479.98,2302148.44,143,69,0.8181818181818182,164,687,18,0.0,164,0.026200873362445413,586331.54,0.0,4204.483231441048,Sunday,1,10
2013-10-21,3409990.75,2751364.44,130,52,0.8153846153846154,145,663,26,0.0,145,0.0392156862745098,658626.31,0.0,5143.2741327300155,Monday,0,10
2013-10-22,3932052.89,3189287.97,173,82,0.7745664739884393,193,782,35,0.0,193,0.04475703324808184,742764.9199999999,0.0,5028.2006265984655,Tuesday,0,10
2013-10-23,4895108.72,3861527.06,193,101,0.7150259067357513,222,996,23,0.0,222,0.023092369477911646,1033581.6599999997,0.0,4914.767791164659,Wednesday,0,10
2013-10-24,4333852.18,3403031.49,170,76,0.8588235294117647,189,797,2,0.0,189,0.002509410288582183,930820.6899999995,0.0,5437.706624843161,Thursday,0,10
2013-10-25,3503713.92,2743366.59,126,59,0.8095238095238095,146,682,31,0.0,146,0.045454545454545456,760347.3300000001,0.0,5137.410439882698,Friday,0,10
2013-10-26,2923604.47,2331573.03,116,53,0.7672413793103449,136,643,56,0.0,136,0.08709175738724728,592031.4400000004,0.0,4546.818771384137,Saturday,1,10
2013-10-27,2949737.88,2365410.99,115,51,0.8260869565217391,124,541,28,0.0,124,0.051756007393715345,584326.8899999997,0.0,5452.3805545286505,Sunday,1,10
2013-10-28,3235799.73,2588267.2,133,57,0.8571428571428571,148,682,34,0.0,148,0.04985337243401759,647532.5299999998,0.0,4744.5743841642225,Monday,0,10
2013-10-29,5981959.98,4833162.34,274,113,0.8321167883211679,310,1335,80,0.0,310,0.0599250936329588,1148797.6400000006,0.0,4480.868898876405,Tuesday,0,10
2013-10-30,6960811.52,5563340.73,303,131,0.7722772277227723,346,1493,86,0.0,346,0.05760214333556597,1397470.789999999,0.0,4662.298405894173,Wednesday,0,10
2013-10-31,5649038.29,4525813.51,247,105,0.8380566801619433,280,1238,114,0.0,280,0.09208400646203554,1123224.7800000003,0.0,4563.035775444265,Thursday,0,10
2013-11-01,4823330.61,3780905.84,213,91,0.8403755868544601,252,1138,62,0.0,252,0.054481546572934976,1042424.7700000005,0.0,4238.427601054482,Friday,0,11
2013-11-02,4871579.51,3874376.58,193,85,0.8082901554404145,222,1002,45,0.0,222,0.04491017964071856,997202.9299999997,0.0,4861.855798403193,Saturday,1,11
2013-11-03,2310551.56,1894570.42,85,39,0.8117647058823529,92,412,22,0.0,92,0.05339805825242718,415981.14000000013,0.0,5608.134854368932,Sunday,1,11
2013-11-04,2638652.15,2128739.96,110,46,0.7454545454545455,128,585,44,0.0,128,0.07521367521367521,509912.18999999994,0.0,4510.516495726495,Monday,0,11
2013-11-05,3529966.51,2818098.89,124,56,0.7983870967741935,137,673,44,0.0,137,0.06537890044576523,711867.6199999996,0.0,5245.121114413076,Tuesday,0,11
2013-11-06,2440647.75,1890461.99,105,43,0.7523809523809524,120,540,39,0.0,120,0.07222222222222222,550185.76,0.0,4519.718055555555,Wednesday,0,11
2013-11-07,2145217.46,1755584.37,88,37,0.7386363636363636,108,478,19,0.0,108,0.0397489539748954,389633.08999999985,0.0,4487.902635983263,Thursday,0,11
2013-11-08,2200221.02,1790704.8,93,41,0.7634408602150538,102,469,21,0.0,102,0.04477611940298507,409516.22,0.0,4691.302814498934,Friday,0,11
2013-11-09,2018930.67,1594615.53,91,50,0.7472527472527473,104,483,32,0.0,104,0.06625258799171843,424315.1399999999,0.0,4179.980683229814,Saturday,1,11
2013-11-10,2722218.97,2099682.78,121,59,0.8181818181818182,143,640,38,0.0,143,0.059375,622536.1900000004,0.0,4253.467140625,Sunday,1,11
2013-11-11,3495969.18,2676318.51,153,74,0.8169934640522876,170,815,50,0.0,170,0.06134969325153374,819650.6700000004,0.0,4289.532736196319,Monday,0,11
2013-11-12,5162437.56,3979066.87,224,94,0.8169642857142857,260,1166,43,0.0,260,0.03687821612349914,1183370.6899999995,0.0,4427.476466552315,Tuesday,0,11
2013-11-13,4681263.25,3622930.35,171,75,0.7719298245614035,211,943,33,0.0,211,0.03499469777306469,1058332.9,0.0,4964.224019088017,Wednesday,0,11
2013-11-14,3118904.74,2460188.52,122,51,0.8114754098360656,144,630,30,0.0,144,0.047619047619047616,658716.2200000002,0.0,4950.642444444445,Thursday,0,11
2013-11-15,3370811.62,2719077.99,128,58,0.8203125,153,701,52,0.0,153,0.07417974322396577,651733.6299999999,0.0,4808.57577746077,Friday,0,11
2013-11-16,3365890.12,2733920.22,141,56,0.8581560283687943,171,804,46,0.0,171,0.05721393034825871,631969.8999999999,0.0,4186.430497512438,Saturday,1,11
2013-11-17,2416530.15,1906202.04,104,50,0.8173076923076923,125,604,33,0.0,125,0.054635761589403975,510328.10999999987,0.0,4000.8777317880795,Sunday,1,11
2013-11-18,2109164.6,1778409.36,108,46,0.8055555555555556,120,514,43,86845.2,120,0.08365758754863813,330755.24,0.041175164802216,4103.433073929961,Monday,0,11
2013-11-19,3237660.32,2746026.34,178,81,0.8146067415730337,210,902,39,174384.54,210,0.043237250554323724,491633.98,0.05386128338503405,3589.423858093126,Tuesday,0,11
2013-11-20,3321114.32,2983892.23,155,62,0.8129032258064516,176,744,17,339354.71,176,0.0228494623655914,337222.08999999985,0.10218097822058712,4463.863333333333,Wednesday,0,11
2013-11-21,2595234.4,2362389.95,119,67,0.7647058823529411,139,618,23,377402.14,139,0.0372168284789644,232844.44999999972,0.14542121513185863,4199.408414239482,Thursday,0,11
2013-11-22,2550262.64,2542345.82,106,54,0.8490566037735849,117,551,23,510052.57,117,0.041742286751361164,7916.820000000298,0.20000001646889198,4628.425843920146,Friday,0,11
2013-11-23,2054330.57,2011741.48,102,47,0.7549019607843137,116,528,20,410866.14,116,0.03787878787878788,42589.090000000084,0.20000001265619097,3890.77759469697,Saturday,1,11
2013-11-24,2519706.85,2537974.67,142,68,0.795774647887324,173,798,62,503941.38,173,0.07769423558897243,-18267.819999999832,0.20000000396871565,3157.527380952381,Sunday,1,11
2013-11-25,2406331.38,2358037.25,138,74,0.8115942028985508,169,719,21,481266.28,169,0.02920723226703755,48294.12999999989,0.20000000166228146,3346.7752155771905,Monday,0,11
2013-11-26,3107204.99,3083734.78,198,90,0.8383838383838383,237,1075,46,621441.01,237,0.04279069767441861,23470.21000000043,0.20000000386199174,2890.423246511628,Tuesday,0,11
2013-11-27,3123410.59,3027393.58,192,82,0.796875,229,1065,48,624682.13,229,0.04507042253521127,96017.00999999978,0.20000000384195407,2932.779896713615,Wednesday,0,11
2013-11-28,3580033.44,3514991.8,209,94,0.7751196172248804,257,1149,36,716006.73,257,0.031331592689295036,65041.64000000013,0.20000001173173398,3115.7819321148822,Thursday,0,11
2013-11-29,1768057.43,1773822.57,134,62,0.8283582089552238,169,781,30,353611.52,169,0.03841229193341869,-5765.14000000013,0.2000000192301446,2263.8379385403327,Friday,0,11
2013-11-30,2685677.46,2672025.29,192,78,0.7916666666666666,230,1058,100,537135.5,230,0.0945179584120983,13652.169999999925,0.20000000297876425,2538.447504725898,Saturday,1,11
2013-12-01,2391698.09,2420438.06,163,77,0.803680981595092,195,891,40,478339.64,195,0.04489337822671156,-28739.970000000205,0.20000000919848543,2684.2851739618404,Sunday,1,12
2013-12-02,2263746.75,2226485.61,123,58,0.7398373983739838,139,639,24,452749.26,139,0.03755868544600939,37261.14000000013,0.19999996024290262,3542.639671361502,Monday,0,12
2013-12-03,1933337.47,1904782.57,127,57,0.8110236220472441,148,629,62,386667.48,148,0.0985691573926868,28554.899999999907,0.19999999275863617,3073.6684737678856,Tuesday,0,12
2013-12-04,2924599.17,2877557.67,161,77,0.8198757763975155,186,857,74,584919.82,186,0.08634772462077013,47041.5,0.1999999952130192,3412.601131855309,Wednesday,0,12
2013-12-05,2231578.75,2246889.53,121,61,0.8016528925619835,138,630,20,446315.68,138,0.031746031746031744,-15310.779999999795,0.1999999686320727,3542.188492063492,Thursday,0,12
2013-12-06,1718341.54,1744505.5,103,56,0.8446601941747572,127,553,33,343668.35,127,0.059674502712477394,-26163.959999999963,0.2000000244421723,3107.308390596745,Friday,0,12
2013-12-07,1444180.43,1408359.66,98,45,0.7857142857142857,118,515,15,288836.09,118,0.02912621359223301,35820.77000000002,0.20000000276973703,2804.233844660194,Saturday,1,12
2013-12-08,1714762.98,1677034.75,106,43,0.8018867924528302,134,664,10,342952.61,134,0.015060240963855422,37728.22999999998,0.20000000816439364,2582.4743674698793,Sunday,1,12
2013-12-09,1959405.6,1928205.78,128,62,0.8125,155,698,7,391881.14,155,0.01002865329512894,31199.820000000065,0.20000001020717711,2807.171346704871,Monday,0,12
2013-12-10,2256213.74,2198430.55,165,76,0.7878787878787878,201,875,70,451242.76,201,0.08,57783.19000000041,0.200000005318645,2578.529988571429,Tuesday,0,12
2013-12-11,3016597.65,3024225.14,186,82,0.8333333333333334,222,1062,74,603319.51,222,0.0696798493408663,-7627.4900000002235,0.19999999337001406,2840.487429378531,Wednesday,0,12
2013-12-12,2988571.87,2946591.17,195,82,0.8102564102564103,247,1099,20,597714.37,247,0.018198362147406732,41980.700000000186,0.19999999866156806,2719.355659690628,Thursday,0,12
