Date,Revenue,COGS,total_sessions,total_page_views,total_visitors,avg_bounce_rate,active_promos_count,avg_promo_discount,total_orders,total_discount_amount,year,month,day,dayofweek,is_weekend,Revenue_lag_1,total_orders_lag_1,Revenue_lag_7,total_orders_lag_7,Revenue_lag_14,total_orders_lag_14,Revenue_lag_30,total_orders_lag_30
2013-11-14,3118904.74,2460188.52,10545.0,41667.0,7419.0,0.00497,0.0,0.0,122,0.0,2013,11,14,3,0,4681263.25,171.0,2145217.46,88.0,5649038.29,247.0,4062456.23,155.0
2013-11-15,3370811.62,2719077.99,10155.0,45684.0,8283.0,0.00499,0.0,0.0,128,0.0,2013,11,15,4,0,3118904.74,122.0,2200221.02,93.0,4823330.61,213.0,4801027.51,190.0
2013-11-16,3365890.12,2733920.22,10651.0,53104.0,7729.0,0.00423,0.0,0.0,141,0.0,2013,11,16,5,1,3370811.62,128.0,2018930.67,91.0,4871579.51,193.0,3348412.32,149.0
2013-11-17,2416530.15,1906202.04,12887.0,44818.0,10510.0,0.00439,0.0,0.0,104,0.0,2013,11,17,6,1,3365890.12,141.0,2722218.97,121.0,2310551.56,85.0,3238854.55,139.0
2013-11-18,2109164.6,1778409.36,12188.0,39130.0,9286.0,0.00448,1.0,20.0,108,86845.2,2013,11,18,0,0,2416530.15,104.0,3495969.18,153.0,2638652.15,110.0,3376648.2,138.0
2013-11-19,3237660.32,2746026.34,11008.0,50511.0,8981.0,0.00405,1.0,20.0,178,174384.54,2013,11,19,1,0,2109164.6,108.0,5162437.56,224.0,3529966.51,124.0,2888479.98,143.0
2013-11-20,3321114.32,2983892.23,11167.0,38482.0,9011.0,0.00329,1.0,20.0,155,339354.71,2013,11,20,2,0,3237660.32,178.0,4681263.25,171.0,2440647.75,105.0,3409990.75,130.0
2013-11-21,2595234.4,2362389.95,11384.0,49377.0,9190.0,0.00389,1.0,20.0,119,377402.14,2013,11,21,3,0,3321114.32,155.0,3118904.74,122.0,2145217.46,88.0,3932052.89,173.0
2013-11-22,2550262.64,2542345.82,11413.0,40833.0,9153.0,0.00568,1.0,20.0,106,510052.57,2013,11,22,4,0,2595234.4,119.0,3370811.62,128.0,2200221.02,93.0,4895108.72,193.0
2013-11-23,2054330.57,2011741.48,11180.0,47452.0,8348.0,0.00427,1.0,20.0,102,410866.14,2013,11,23,5,1,2550262.64,106.0,3365890.12,141.0,2018930.67,91.0,4333852.18,170.0
2013-11-24,2519706.85,2537974.67,11573.0,52687.0,8198.0,0.00349,1.0,20.0,142,503941.38,2013,11,24,6,1,2054330.57,102.0,2416530.15,104.0,2722218.97,121.0,3503713.92,126.0
2013-11-25,2406331.38,2358037.25,11593.0,39009.0,9021.0,0.00519,1.0,20.0,138,481266.28,2013,11,25,0,0,2519706.85,142.0,2109164.6,108.0,3495969.18,153.0,2923604.47,116.0
2013-11-26,3107204.99,3083734.78,12310.0,51458.0,9377.0,0.00486,1.0,20.0,198,621441.01,2013,11,26,1,0,2406331.38,138.0,3237660.32,178.0,5162437.56,224.0,2949737.88,115.0
2013-11-27,3123410.59,3027393.58,12543.0,65740.0,10098.0,0.0054,1.0,20.0,192,624682.13,2013,11,27,2,0,3107204.99,198.0,3321114.32,155.0,4681263.25,171.0,3235799.73,133.0
2013-11-28,3580033.44,3514991.8,10476.0,55311.0,7994.0,0.00562,1.0,20.0,209,716006.73,2013,11,28,3,0,3123410.59,192.0,2595234.4,119.0,3118904.74,122.0,5981959.98,274.0
2013-11-29,1768057.43,1773822.57,11266.0,45345.0,8171.0,0.00373,1.0,20.0,134,353611.52,2013,11,29,4,0,3580033.44,209.0,2550262.64,106.0,3370811.62,128.0,6960811.52,303.0
2013-11-30,2685677.46,2672025.29,11143.0,53974.0,8100.0,0.00531,1.0,20.0,192,537135.5,2013,11,30,5,1,1768057.43,134.0,2054330.57,102.0,3365890.12,141.0,5649038.29,247.0
2013-12-01,2391698.09,2420438.06,12906.0,46795.0,9103.0,0.00459,1.0,20.0,163,478339.64,2013,12,1,6,1,2685677.46,192.0,2519706.85,142.0,2416530.15,104.0,4823330.61,213.0
2013-12-02,2263746.75,2226485.61,12341.0,43684.0,9953.0,0.00475,1.0,20.0,123,452749.26,2013,12,2,0,0,2391698.09,163.0,2406331.38,138.0,2109164.6,108.0,4871579.51,193.0
2013-12-03,1933337.47,1904782.57,14986.0,65628.0,12043.0,0.00503,1.0,20.0,127,386667.48,2013,12,3,1,0,2263746.75,123.0,3107204.99,198.0,3237660.32,178.0,2310551.56,85.0
2013-12-04,2924599.17,2877557.67,13847.0,54490.0,10991.0,0.00483,1.0,20.0,161,584919.82,2013,12,4,2,0,1933337.47,127.0,3123410.59,192.0,3321114.32,155.0,2638652.15,110.0
2013-12-05,2231578.75,2246889.53,12296.0,53642.0,8669.0,0.00329,1.0,20.0,121,446315.68,2013,12,5,3,0,2924599.17,161.0,3580033.44,209.0,2595234.4,119.0,3529966.51,124.0
2013-12-06,1718341.54,1744505.5,12192.0,54072.0,9853.0,0.00459,1.0,20.0,103,343668.35,2013,12,6,4,0,2231578.75,121.0,1768057.43,134.0,2550262.64,106.0,2440647.75,105.0
2013-12-07,1444180.43,1408359.66,12562.0,51547.0,8902.0,0.00444,1.0,20.0,98,288836.09,2013,12,7,5,1,1718341.54,103.0,2685677.46,192.0,2054330.57,102.0,2145217.46,88.0
2013-12-08,1714762.98,1677034.75,13175.0,45023.0,9415.0,0.00462,1.0,20.0,106,342952.61,2013,12,8,6,1,1444180.43,98.0,2391698.09,163.0,2519706.85,142.0,2200221.02,93.0
2013-12-09,1959405.6,1928205.78,14634.0,61409.0,10378.0,0.00497,1.0,20.0,128,391881.14,2013,12,9,0,0,1714762.98,106.0,2263746.75,123.0,2406331.38,138.0,2018930.67,91.0
2013-12-10,2256213.74,2198430.55,14413.0,46851.0,10733.0,0.00408,1.0,20.0,165,451242.76,2013,12,10,1,0,1959405.6,128.0,1933337.47,127.0,3107204.99,198.0,2722218.97,121.0
2013-12-11,3016597.65,3024225.14,13334.0,50387.0,9646.0,0.00393,1.0,20.0,186,603319.51,2013,12,11,2,0,2256213.74,165.0,2924599.17,161.0,3123410.59,192.0,3495969.18,153.0
2013-12-12,2988571.87,2946591.17,13714.0,62414.0,10039.0,0.00556,1.0,20.0,195,597714.37,2013,12,12,3,0,3016597.65,186.0,2231578.75,121.0,3580033.44,209.0,5162437.56,224.0
2013-12-13,2131538.29,2083673.81,13337.0,69039.0,9763.0,0.00439,1.0,20.0,146,426307.65,2013,12,13,4,0,2988571.87,195.0,1718341.54,103.0,1768057.43,134.0,4681263.25,171.0
2013-12-14,2245758.87,2305729.18,12138.0,60465.0,9093.0,0.00555,1.0,20.0,157,449151.79,2013,12,14,5,1,2131538.29,146.0,1444180.43,98.0,2685677.46,192.0,3118904.74,122.0
2013-12-15,2154695.59,2095032.07,12391.0,52207.0,10022.0,0.00356,1.0,20.0,170,430939.12,2013,12,15,6,1,2245758.87,157.0,1714762.98,106.0,2391698.09,163.0,3370811.62,128.0
2013-12-16,2694197.04,2720062.14,12596.0,58261.0,9700.0,0.00574,1.0,20.0,182,538839.38,2013,12,16,0,0,2154695.59,170.0,1959405.6,128.0,2263746.75,123.0,3365890.12,141.0
2013-12-17,3167410.81,3021649.06,13408.0,57040.0,10752.0,0.00425,1.0,20.0,209,633482.19,2013,12,17,1,0,2694197.04,182.0,2256213.74,165.0,1933337.47,127.0,2416530.15,104.0
2013-12-18,3189533.36,3219583.56,13825.0,72395.0,10901.0,0.0045,1.0,20.0,231,637906.72,2013,12,18,2,0,3167410.81,209.0,3016597.65,186.0,2924599.17,161.0,2109164.6,108.0
2013-12-19,3062553.19,2981811.67,13925.0,63968.0,11168.0,0.00445,1.0,20.0,233,612510.67,2013,12,19,3,0,3189533.36,231.0,2988571.87,195.0,2231578.75,121.0,3237660.32,178.0
2013-12-20,2500743.7,2516358.41,10678.0,38513.0,8634.0,0.00405,1.0,20.0,175,500148.77,2013,12,20,4,0,3062553.19,233.0,2131538.29,146.0,1718341.54,103.0,3321114.32,155.0
2013-12-21,3213344.27,3159953.94,11879.0,56301.0,8813.0,0.00341,1.0,20.0,243,642668.84,2013,12,21,5,1,2500743.7,175.0,2245758.87,157.0,1444180.43,98.0,2595234.4,119.0
2013-12-22,3476225.97,3458589.82,13955.0,47679.0,9944.0,0.00429,1.0,20.0,288,695245.16,2013,12,22,6,1,3213344.27,243.0,2154695.59,170.0,1714762.98,106.0,2550262.64,106.0
2013-12-23,2932660.62,2856672.71,13029.0,52511.0,10369.0,0.00522,1.0,20.0,267,586532.11,2013,12,23,0,0,3476225.97,288.0,2694197.04,182.0,1959405.6,128.0,2054330.57,102.0
2013-12-24,2629786.52,2542278.8,12470.0,54463.0,9370.0,0.00563,1.0,20.0,222,525957.3,2013,12,24,1,0,2932660.62,267.0,3167410.81,209.0,2256213.74,165.0,2519706.85,142.0
2013-12-25,3807864.44,3711704.9,13141.0,67446.0,10384.0,0.00482,1.0,20.0,293,761572.92,2013,12,25,2,0,2629786.52,222.0,3189533.36,231.0,3016597.65,186.0,2406331.38,138.0
2013-12-26,3278628.42,3269160.78,13040.0,57219.0,9292.0,0.00539,1.0,20.0,255,655725.75,2013,12,26,3,0,3807864.44,293.0,3062553.19,233.0,2988571.87,195.0,3107204.99,198.0
2013-12-27,1853472.36,1854636.14,12152.0,59360.0,8597.0,0.00338,1.0,20.0,159,370694.45,2013,12,27,4,0,3278628.42,255.0,2500743.7,175.0,2131538.29,146.0,3123410.59,192.0
2013-12-28,3547336.16,3487806.62,13571.0,71175.0,10335.0,0.00493,1.0,20.0,286,709467.22,2013,12,28,5,1,1853472.36,159.0,3213344.27,243.0,2245758.87,157.0,3580033.44,209.0
2013-12-29,6516622.75,6506519.56,14050.0,56883.0,11493.0,0.00416,1.0,20.0,529,1303324.47,2013,12,29,6,1,3547336.16,286.0,3476225.97,288.0,2154695.59,170.0,1768057.43,134.0
2013-12-30,5792994.45,5695206.04,11723.0,59465.0,8674.0,0.00458,1.0,20.0,473,1152615.24,2013,12,30,0,0,6516622.75,529.0,2932660.62,267.0,2694197.04,182.0,2685677.46,192.0
2013-12-31,6247467.59,6080338.22,14417.0,46209.0,11430.0,0.00578,1.0,20.0,472,1127720.13,2013,12,31,1,0,5792994.45,473.0,2629786.52,222.0,3167410.81,209.0,2391698.09,163.0
2014-01-01,5743739.48,5563113.31,10162.0,36165.0,8295.0,0.00534,1.0,20.0,446,965252.99,2014,1,1,2,0,6247467.59,472.0,3807864.44,293.0,3189533.36,231.0,2263746.75,123.0
2014-01-02,3787850.5,3666330.68,12776.0,46028.0,10056.0,0.00366,1.0,20.0,282,632927.48,2014,1,2,3,0,5743739.48,446.0,3278628.42,255.0,3062553.19,233.0,1933337.47,127.0
2014-01-03,2354832.6,1871645.41,10230.0,42607.0,8247.0,0.00543,0.0,0.0,88,0.0,2014,1,3,4,0,3787850.5,282.0,1853472.36,159.0,2500743.7,175.0,2924599.17,161.0
2014-01-04,2243604.06,1747621.88,11496.0,57148.0,8503.0,0.00507,0.0,0.0,109,0.0,2014,1,4,5,1,2354832.6,88.0,3547336.16,286.0,3213344.27,243.0,2231578.75,121.0
2014-01-05,2361866.5,1851453.14,8870.0,44512.0,6926.0,0.00456,0.0,0.0,105,0.0,2014,1,5,6,1,2243604.06,109.0,6516622.75,529.0,3476225.97,288.0,1718341.54,103.0
2014-01-06,2639202.87,2146455.69,10178.0,55426.0,7568.0,0.004,0.0,0.0,128,0.0,2014,1,6,0,0,2361866.5,105.0,5792994.45,473.0,2932660.62,267.0,1444180.43,98.0
2014-01-07,3437125.39,2809411.95,10724.0,45535.0,7860.0,0.00329,0.0,0.0,137,0.0,2014,1,7,1,0,2639202.87,128.0,6247467.59,472.0,2629786.52,222.0,1714762.98,106.0
2014-01-08,2250519.73,1808614.16,11340.0,41050.0,9281.0,0.00362,0.0,0.0,89,0.0,2014,1,8,2,0,3437125.39,137.0,5743739.48,446.0,3807864.44,293.0,1959405.6,128.0
2014-01-09,2214274.18,1884156.18,12137.0,46390.0,9810.0,0.00361,0.0,0.0,89,0.0,2014,1,9,3,0,2250519.73,89.0,3787850.5,282.0,3278628.42,255.0,2256213.74,165.0
2014-01-10,1886360.71,1560748.05,10545.0,53901.0,8273.0,0.00372,0.0,0.0,72,0.0,2014,1,10,4,0,2214274.18,89.0,2354832.6,88.0,1853472.36,159.0,3016597.65,186.0
2014-01-11,2550841.93,2031865.95,11306.0,52326.0,9172.0,0.0045,0.0,0.0,95,0.0,2014,1,11,5,1,1886360.71,72.0,2243604.06,109.0,3547336.16,286.0,2988571.87,195.0
2014-01-12,2172729.29,1773388.32,10212.0,48240.0,7242.0,0.00495,0.0,0.0,79,0.0,2014,1,12,6,1,2550841.93,95.0,2361866.5,105.0,6516622.75,529.0,2131538.29,146.0
2014-01-13,2467719.52,1991302.84,11373.0,58511.0,8627.0,0.00345,0.0,0.0,104,0.0,2014,1,13,0,0,2172729.29,79.0,2639202.87,128.0,5792994.45,473.0,2245758.87,157.0
2014-01-14,3356963.59,2731972.75,9693.0,36668.0,7471.0,0.00468,0.0,0.0,133,0.0,2014,1,14,1,0,2467719.52,104.0,3437125.39,137.0,6247467.59,472.0,2154695.59,170.0
2014-01-15,3637788.72,2842296.43,10310.0,44709.0,7878.0,0.00362,0.0,0.0,127,0.0,2014,1,15,2,0,3356963.59,133.0,2250519.73,89.0,5743739.48,446.0,2694197.04,182.0
2014-01-16,2005770.41,1635446.76,11632.0,55483.0,8624.0,0.00545,0.0,0.0,83,0.0,2014,1,16,3,0,3637788.72,127.0,2214274.18,89.0,3787850.5,282.0,3167410.81,209.0
2014-01-17,2464459.86,2002144.2,10035.0,34898.0,7721.0,0.00514,0.0,0.0,89,0.0,2014,1,17,4,0,2005770.41,83.0,1886360.71,72.0,2354832.6,88.0,3189533.36,231.0
2014-01-18,1718246.3,1332157.65,11008.0,51195.0,7875.0,0.00469,0.0,0.0,87,0.0,2014,1,18,5,1,2464459.86,89.0,2550841.93,95.0,2243604.06,109.0,3062553.19,233.0
2014-01-19,2453121.94,1918965.99,10951.0,39504.0,8766.0,0.00561,0.0,0.0,106,0.0,2014,1,19,6,1,1718246.3,87.0,2172729.29,79.0,2361866.5,105.0,2500743.7,175.0
2014-01-20,3133739.97,2422846.03,10678.0,41933.0,8033.0,0.00414,0.0,0.0,123,0.0,2014,1,20,0,0,2453121.94,106.0,2467719.52,104.0,2639202.87,128.0,3213344.27,243.0
2014-01-21,3590697.9,2848601.86,12658.0,58632.0,10040.0,0.00331,0.0,0.0,152,0.0,2014,1,21,1,0,3133739.97,123.0,3356963.59,133.0,3437125.39,137.0,3476225.97,288.0
2014-01-22,3244854.06,2563525.38,11638.0,51241.0,9145.0,0.00416,0.0,0.0,126,0.0,2014,1,22,2,0,3590697.9,152.0,3637788.72,127.0,2250519.73,89.0,2932660.62,267.0
2014-01-23,3187811.81,2528375.63,8560.0,36491.0,6503.0,0.00513,0.0,0.0,115,0.0,2014,1,23,3,0,3244854.06,126.0,2005770.41,83.0,2214274.18,89.0,2629786.52,222.0
2014-01-24,1812010.8,1397879.36,10811.0,44738.0,8705.0,0.00511,0.0,0.0,98,0.0,2014,1,24,4,0,3187811.81,115.0,2464459.86,89.0,1886360.71,72.0,3807864.44,293.0
2014-01-25,2221742.74,1777122.99,11205.0,55016.0,8252.0,0.00535,0.0,0.0,99,0.0,2014,1,25,5,1,1812010.8,98.0,1718246.3,87.0,2550841.93,95.0,3278628.42,255.0
2014-01-26,2002533.83,1553846.68,9240.0,46324.0,6492.0,0.00327,0.0,0.0,85,0.0,2014,1,26,6,1,2221742.74,99.0,2453121.94,106.0,2172729.29,79.0,1853472.36,159.0
2014-01-27,2983790.31,2360438.19,7973.0,31862.0,6381.0,0.0051,0.0,0.0,127,0.0,2014,1,27,0,0,2002533.83,85.0,3133739.97,123.0,2467719.52,104.0,3547336.16,286.0
2014-01-28,5411096.61,4320849.3,11746.0,61175.0,8341.0,0.00402,0.0,0.0,222,0.0,2014,1,28,1,0,2983790.31,127.0,3590697.9,152.0,3356963.59,133.0,6516622.75,529.0
2014-01-29,4892083.36,3928929.64,12266.0,42684.0,9150.0,0.00535,0.0,0.0,219,0.0,2014,1,29,2,0,5411096.61,222.0,3244854.06,126.0,3637788.72,127.0,5792994.45,473.0
2014-01-30,3844256.32,3007196.76,9689.0,34153.0,7229.0,0.0039,0.0,0.0,168,0.0,2014,1,30,3,0,4892083.36,219.0,3187811.81,115.0,2005770.41,83.0,6247467.59,472.0
2014-01-31,3732079.59,2938223.15,9999.0,45816.0,7139.0,0.00411,0.0,0.0,169,0.0,2014,1,31,4,0,3844256.32,168.0,1812010.8,98.0,2464459.86,89.0,5743739.48,446.0
2014-02-01,3825094.63,3049434.19,15250.0,74103.0,10976.0,0.00324,0.0,0.0,149,0.0,2014,2,1,5,1,3732079.59,169.0,2221742.74,99.0,1718246.3,87.0,3787850.5,282.0
2014-02-02,2382294.19,1885054.33,15769.0,54002.0,11975.0,0.005,0.0,0.0,109,0.0,2014,2,2,6,1,3825094.63,149.0,2002533.83,85.0,2453121.94,106.0,2354832.6,88.0
2014-02-03,2051412.93,1563684.31,15293.0,75902.0,12184.0,0.0052,0.0,0.0,95,0.0,2014,2,3,0,0,2382294.19,109.0,2983790.31,127.0,3133739.97,123.0,2243604.06,109.0
2014-02-04,2787111.54,2197609.21,15527.0,63891.0,11742.0,0.00455,0.0,0.0,116,0.0,2014,2,4,1,0,2051412.93,95.0,5411096.61,222.0,3590697.9,152.0,2361866.5,105.0
2014-02-05,2599325.56,2019260.92,14372.0,59542.0,10247.0,0.00551,0.0,0.0,104,0.0,2014,2,5,2,0,2787111.54,116.0,4892083.36,219.0,3244854.06,126.0,2639202.87,128.0
2014-02-06,2415914.42,1966150.9,17900.0,75113.0,13155.0,0.00528,0.0,0.0,84,0.0,2014,2,6,3,0,2599325.56,104.0,3844256.32,168.0,3187811.81,115.0,3437125.39,137.0
2014-02-07,3381887.13,2654650.93,16078.0,80234.0,11903.0,0.00536,0.0,0.0,121,0.0,2014,2,7,4,0,2415914.42,84.0,3732079.59,169.0,1812010.8,98.0,2250519.73,89.0
2014-02-08,2907660.51,2328115.15,16853.0,90385.0,12274.0,0.00432,0.0,0.0,99,0.0,2014,2,8,5,1,3381887.13,121.0,3825094.63,149.0,2221742.74,99.0,2214274.18,89.0
2014-02-09,2947940.87,2410207.36,16200.0,85048.0,11546.0,0.00427,0.0,0.0,119,0.0,2014,2,9,6,1,2907660.51,99.0,2382294.19,109.0,2002533.83,85.0,1886360.71,72.0
2014-02-10,3705563.44,2772562.54,15696.0,73058.0,11222.0,0.00533,0.0,0.0,126,0.0,2014,2,10,0,0,2947940.87,119.0,2051412.93,95.0,2983790.31,127.0,2550841.93,95.0
2014-02-11,4637151.61,3649526.8,14584.0,63707.0,11159.0,0.0049,0.0,0.0,155,0.0,2014,2,11,1,0,3705563.44,126.0,2787111.54,116.0,5411096.61,222.0,2172729.29,79.0
2014-02-12,3457342.17,2728834.4,14476.0,47339.0,10599.0,0.0044,0.0,0.0,138,0.0,2014,2,12,2,0,4637151.61,155.0,2599325.56,104.0,4892083.36,219.0,2467719.52,104.0
2014-02-13,3190217.92,2601375.48,16062.0,78816.0,12629.0,0.005,0.0,0.0,120,0.0,2014,2,13,3,0,3457342.17,138.0,2415914.42,84.0,3844256.32,168.0,3356963.59,133.0
2014-02-14,2632487.0,2058838.35,14509.0,61350.0,11532.0,0.00389,0.0,0.0,112,0.0,2014,2,14,4,0,3190217.92,120.0,3381887.13,121.0,3732079.59,169.0,3637788.72,127.0
2014-02-15,2873057.42,2155414.19,14141.0,63673.0,10885.0,0.00439,0.0,0.0,117,0.0,2014,2,15,5,1,2632487.0,112.0,2907660.51,99.0,3825094.63,149.0,2005770.41,83.0
2014-02-16,3990264.22,3220526.51,15943.0,83331.0,12928.0,0.00325,0.0,0.0,141,0.0,2014,2,16,6,1,2873057.42,117.0,2947940.87,119.0,2382294.19,109.0,2464459.86,89.0
2014-02-17,3757742.25,3005221.34,14961.0,63357.0,12046.0,0.00394,0.0,0.0,163,0.0,2014,2,17,0,0,3990264.22,141.0,3705563.44,126.0,2051412.93,95.0,1718246.3,87.0
2014-02-18,4902775.35,3900047.01,15257.0,57332.0,11443.0,0.00358,0.0,0.0,185,0.0,2014,2,18,1,0,3757742.25,163.0,4637151.61,155.0,2787111.54,116.0,2453121.94,106.0
2014-02-19,4469573.84,3530912.16,15472.0,62065.0,11216.0,0.0044,0.0,0.0,163,0.0,2014,2,19,2,0,4902775.35,185.0,3457342.17,138.0,2599325.56,104.0,3133739.97,123.0
2014-02-20,3050037.65,2452045.97,15337.0,72379.0,11846.0,0.00514,0.0,0.0,120,0.0,2014,2,20,3,0,4469573.84,163.0,3190217.92,120.0,2415914.42,84.0,3590697.9,152.0
2014-02-21,3394380.68,2732646.22,12479.0,62474.0,9867.0,0.00414,0.0,0.0,146,0.0,2014,2,21,4,0,3050037.65,120.0,2632487.0,112.0,3381887.13,121.0,3244854.06,126.0
2014-02-22,4262143.74,3402076.06,16863.0,89182.0,12049.0,0.00357,0.0,0.0,160,0.0,2014,2,22,5,1,3394380.68,146.0,2873057.42,117.0,2907660.51,99.0,3187811.81,115.0
2014-02-23,3997442.72,3186343.91,18734.0,100009.0,14921.0,0.0047,0.0,0.0,167,0.0,2014,2,23,6,1,4262143.74,160.0,3990264.22,141.0,2947940.87,119.0,1812010.8,98.0
2014-02-24,4743111.4,3834496.32,16007.0,56518.0,11852.0,0.00507,0.0,0.0,191,0.0,2014,2,24,0,0,3997442.72,167.0,3757742.25,163.0,3705563.44,126.0,2221742.74,99.0
2014-02-25,6869199.08,5572490.58,17906.0,67027.0,12878.0,0.00528,0.0,0.0,279,0.0,2014,2,25,1,0,4743111.4,191.0,4902775.35,185.0,4637151.61,155.0,2002533.83,85.0
2014-02-26,7766238.39,6157127.45,15690.0,75723.0,12798.0,0.00465,0.0,0.0,323,0.0,2014,2,26,2,0,6869199.08,279.0,4469573.84,163.0,3457342.17,138.0,2983790.31,127.0
2014-02-27,5932389.78,4717814.02,16405.0,58497.0,11852.0,0.00444,0.0,0.0,245,0.0,2014,2,27,3,0,7766238.39,323.0,3050037.65,120.0,3190217.92,120.0,5411096.61,222.0
2014-02-28,5511196.67,4511480.57,13184.0,64378.0,10619.0,0.00446,0.0,0.0,209,0.0,2014,2,28,4,0,5932389.78,245.0,3394380.68,146.0,2632487.0,112.0,4892083.36,219.0
2014-03-01,4400079.49,3611872.46,23068.0,89795.0,18188.0,0.00443,0.0,0.0,190,0.0,2014,3,1,5,1,5511196.67,209.0,4262143.74,160.0,2873057.42,117.0,3844256.32,168.0
2014-03-02,4943352.33,3968450.0,23861.0,83970.0,17740.0,0.00555,0.0,0.0,197,0.0,2014,3,2,6,1,4400079.49,190.0,3997442.72,167.0,3990264.22,141.0,3732079.59,169.0
2014-03-03,3637156.46,2881941.03,22641.0,108362.0,15964.0,0.00522,0.0,0.0,123,0.0,2014,3,3,0,0,4943352.33,197.0,4743111.4,191.0,3757742.25,163.0,3825094.63,149.0
2014-03-04,4742209.79,3846248.96,20167.0,97482.0,16226.0,0.0051,0.0,0.0,152,0.0,2014,3,4,1,0,3637156.46,123.0,6869199.08,279.0,4902775.35,185.0,2382294.19,109.0
2014-03-05,5310211.41,4366670.54,23200.0,80376.0,16311.0,0.00399,0.0,0.0,200,0.0,2014,3,5,2,0,4742209.79,152.0,7766238.39,323.0,4469573.84,163.0,2051412.93,95.0
2014-03-06,5506734.13,4454685.13,24291.0,86328.0,18643.0,0.00413,0.0,0.0,192,0.0,2014,3,6,3,0,5310211.41,200.0,5932389.78,245.0,3050037.65,120.0,2787111.54,116.0
2014-03-07,3167820.98,2582186.62,20656.0,109054.0,16435.0,0.00462,0.0,0.0,117,0.0,2014,3,7,4,0,5506734.13,192.0,5511196.67,209.0,3394380.68,146.0,2599325.56,104.0
2014-03-08,3577664.95,2914921.51,20789.0,93141.0,15662.0,0.00366,0.0,0.0,124,0.0,2014,3,8,5,1,3167820.98,117.0,4400079.49,190.0,4262143.74,160.0,2415914.42,84.0
2014-03-09,3828277.38,3070464.44,20453.0,92789.0,15397.0,0.00389,0.0,0.0,150,0.0,2014,3,9,6,1,3577664.95,124.0,4943352.33,197.0,3997442.72,167.0,3381887.13,121.0
2014-03-10,4725035.68,3759283.28,22824.0,119164.0,16607.0,0.00448,0.0,0.0,158,0.0,2014,3,10,0,0,3828277.38,150.0,3637156.46,123.0,4743111.4,191.0,2907660.51,99.0
2014-03-11,5775004.59,4559934.88,21099.0,103643.0,15989.0,0.00562,0.0,0.0,207,0.0,2014,3,11,1,0,4725035.68,158.0,4742209.79,152.0,6869199.08,279.0,2947940.87,119.0
2014-03-12,6930320.53,5534691.64,21452.0,83714.0,16567.0,0.00563,0.0,0.0,268,0.0,2014,3,12,2,0,5775004.59,207.0,5310211.41,200.0,7766238.39,323.0,3705563.44,126.0
2014-03-13,5304893.97,4244468.26,22441.0,121601.0,16314.0,0.00427,0.0,0.0,212,0.0,2014,3,13,3,0,6930320.53,268.0,5506734.13,192.0,5932389.78,245.0,4637151.61,155.0
2014-03-14,4544809.4,3647946.39,21483.0,116693.0,15918.0,0.00539,0.0,0.0,169,0.0,2014,3,14,4,0,5304893.97,212.0,3167820.98,117.0,5511196.67,209.0,3457342.17,138.0
2014-03-15,4691387.16,3744464.98,21970.0,77321.0,16562.0,0.00331,0.0,0.0,194,0.0,2014,3,15,5,1,4544809.4,169.0,3577664.95,124.0,4400079.49,190.0,3190217.92,120.0
2014-03-16,5553669.8,4426899.92,24630.0,97783.0,17335.0,0.00347,0.0,0.0,230,0.0,2014,3,16,6,1,4691387.16,194.0,3828277.38,150.0,4943352.33,197.0,2632487.0,112.0
2014-03-17,6623777.28,5406586.76,23340.0,125068.0,16575.0,0.00453,0.0,0.0,256,0.0,2014,3,17,0,0,5553669.8,230.0,4725035.68,158.0,3637156.46,123.0,2873057.42,117.0
2014-03-18,5707570.51,4657479.17,21053.0,111523.0,16281.0,0.00456,1.0,12.0,242,154844.44,2014,3,18,1,0,6623777.28,256.0,5775004.59,207.0,4742209.79,152.0,3990264.22,141.0
2014-03-19,7282983.0,6147005.74,21922.0,74242.0,16740.0,0.0055,1.0,12.0,309,268277.52,2014,3,19,2,0,5707570.51,242.0,6930320.53,268.0,5310211.41,200.0,3757742.25,163.0
2014-03-20,6459634.76,5394910.61,20278.0,82640.0,15014.0,0.0043,1.0,12.0,268,358459.84,2014,3,20,3,0,7282983.0,309.0,5304893.97,212.0,5506734.13,192.0,4902775.35,185.0
2014-03-21,4506741.28,3883392.78,21123.0,83362.0,16314.0,0.00392,1.0,12.0,198,319549.35,2014,3,21,4,0,6459634.76,268.0,4544809.4,169.0,3167820.98,117.0,4469573.84,163.0
2014-03-22,4682426.76,4390336.24,21770.0,96726.0,16029.0,0.00414,1.0,12.0,213,561891.17,2014,3,22,5,1,4506741.28,198.0,4691387.16,194.0,3577664.95,124.0,3050037.65,120.0
2014-03-23,5239607.0,4727286.58,20889.0,67631.0,15510.0,0.00542,1.0,12.0,245,628752.83,2014,3,23,6,1,4682426.76,213.0,5553669.8,230.0,3828277.38,150.0,3394380.68,146.0
2014-03-24,5516390.06,5135733.73,18783.0,72777.0,14040.0,0.00362,1.0,12.0,248,661966.83,2014,3,24,0,0,5239607.0,245.0,6623777.28,256.0,4725035.68,158.0,4262143.74,160.0
2014-03-25,6858764.17,6248964.6,20978.0,73386.0,15803.0,0.00516,1.0,12.0,315,823051.75,2014,3,25,1,0,5516390.06,248.0,5707570.51,242.0,5775004.59,207.0,3997442.72,167.0
